ID,MSRP,Make,Model,Year,FrontWheelSize,Horsepower,Displacement,EngineType,Width,Height,Length,GasMileage,Drivetrain,PassangerCapacity,NumDoors,BodyStyle
EDj,31000,Chevrolet,Traverse,2011,17,280,36,6,78,70,205,16,AWD,8,4,SUV
GMF,31000,Chevrolet,Traverse,2011,17,280,36,6,78,70,205,16,AWD,8,4,SUV
ILM,31000,Chevrolet,Traverse,2011,17,280,36,6,78,70,205,16,AWD,8,4,SUV
iPP,31000,Chevrolet,Traverse,2011,17,280,36,6,78,70,205,16,AWD,8,4,SUV
MKO,31000,Chevrolet,Traverse,2011,17,280,36,6,78,70,205,16,AWD,8,4,SUV
Mtv,31000,Chevrolet,Traverse,2011,17,280,36,6,78,70,205,16,AWD,8,4,SUV
NXO,31000,Chevrolet,Traverse,2011,17,280,36,6,78,70,205,16,AWD,8,4,SUV
OsP,31000,Chevrolet,Traverse,2011,17,280,36,6,78,70,205,16,AWD,8,4,SUV
sbu,31000,Chevrolet,Traverse,2011,17,280,36,6,78,70,205,16,AWD,8,4,SUV
SfQ,31000,Chevrolet,Traverse,2011,17,280,36,6,78,70,205,16,AWD,8,4,SUV
SUU,31000,Chevrolet,Traverse,2011,17,280,36,6,78,70,205,16,AWD,8,4,SUV
UNc,31000,Chevrolet,Traverse,2011,17,280,36,6,78,70,205,16,AWD,8,4,SUV
VdP,31000,Chevrolet,Traverse,2011,17,280,36,6,78,70,205,16,AWD,8,4,SUV
vGd,31000,Chevrolet,Traverse,2011,17,280,36,6,78,70,205,16,AWD,8,4,SUV
vnt,31000,Chevrolet,Traverse,2011,17,280,36,6,78,70,205,16,AWD,8,4,SUV
Vtb,31000,Chevrolet,Traverse,2011,17,280,36,6,78,70,205,16,AWD,8,4,SUV
ABc,31000,Chevrolet,Traverse,2012,17,280,36,6,78,70,205,16,AWD,8,4,SUV
Aqn,31000,Chevrolet,Traverse,2012,17,280,36,6,78,70,205,16,AWD,8,4,SUV
cjy,31000,Chevrolet,Traverse,2012,17,280,36,6,78,70,205,16,AWD,8,4,SUV
eAD,31000,Chevrolet,Traverse,2012,17,280,36,6,78,70,205,16,AWD,8,4,SUV
Hzw,31000,Chevrolet,Traverse,2012,17,280,36,6,78,70,205,16,AWD,8,4,SUV
lpk,31000,Chevrolet,Traverse,2012,17,280,36,6,78,70,205,16,AWD,8,4,SUV
LQz,31000,Chevrolet,Traverse,2012,17,280,36,6,78,70,205,16,AWD,8,4,SUV
LtV,31000,Chevrolet,Traverse,2012,17,280,36,6,78,70,205,16,AWD,8,4,SUV
lvE,31000,Chevrolet,Traverse,2012,17,280,36,6,78,70,205,16,AWD,8,4,SUV
pNK,31000,Chevrolet,Traverse,2012,17,280,36,6,78,70,205,16,AWD,8,4,SUV
PuI,31000,Chevrolet,Traverse,2012,17,280,36,6,78,70,205,16,AWD,8,4,SUV
QLc,31000,Chevrolet,Traverse,2012,17,280,36,6,78,70,205,16,AWD,8,4,SUV
rMC,31000,Chevrolet,Traverse,2012,17,280,36,6,78,70,205,16,AWD,8,4,SUV
TVI,31000,Chevrolet,Traverse,2012,17,280,36,6,78,70,205,16,AWD,8,4,SUV
vrt,31000,Chevrolet,Traverse,2012,17,280,36,6,78,70,205,16,AWD,8,4,SUV
aYv,32000,Chevrolet,Traverse,2013,17,280,36,6,78,69,203,16,AWD,8,4,SUV
Eex,32000,Chevrolet,Traverse,2013,17,280,36,6,78,69,203,16,AWD,8,4,SUV
pDX,32000,Chevrolet,Traverse,2013,17,280,36,6,78,69,203,16,AWD,8,4,SUV
PWK,32000,Chevrolet,Traverse,2013,17,280,36,6,78,69,203,16,AWD,8,4,SUV
Raj,32000,Chevrolet,Traverse,2013,17,280,36,6,78,69,203,16,AWD,8,4,SUV
TAf,32000,Chevrolet,Traverse,2013,17,280,36,6,78,69,203,16,AWD,8,4,SUV
urI,32000,Chevrolet,Traverse,2013,17,280,36,6,78,69,203,16,AWD,8,4,SUV
Wsi,32000,Chevrolet,Traverse,2013,17,280,36,6,78,69,203,16,AWD,8,4,SUV
zgC,32000,Chevrolet,Traverse,2013,17,280,36,6,78,69,203,16,AWD,8,4,SUV
zQd,32000,Chevrolet,Traverse,2013,17,280,36,6,78,69,203,16,AWD,8,4,SUV
oUz,32000,Chevrolet,Traverse,2014,17,280,36,6,78,69,203,16,AWD,8,4,SUV
BPK,53000,Chevrolet,Traverse,2019,20,310,36,6,78,70,204,17,AWD,7,4,SUV
dvg,53000,Chevrolet,Traverse,2019,20,310,36,6,78,70,204,17,AWD,7,4,SUV
eiO,53000,Chevrolet,Traverse,2019,20,310,36,6,78,70,204,17,AWD,7,4,SUV
GJF,53000,Chevrolet,Traverse,2019,20,310,36,6,78,70,204,17,AWD,7,4,SUV
hhB,53000,Chevrolet,Traverse,2019,20,310,36,6,78,70,204,17,AWD,7,4,SUV
hiG,53000,Chevrolet,Traverse,2019,20,310,36,6,78,70,204,17,AWD,7,4,SUV
irK,53000,Chevrolet,Traverse,2019,20,310,36,6,78,70,204,17,AWD,7,4,SUV
jei,53000,Chevrolet,Traverse,2019,20,310,36,6,78,70,204,17,AWD,7,4,SUV
JWl,53000,Chevrolet,Traverse,2019,20,310,36,6,78,70,204,17,AWD,7,4,SUV
kqs,53000,Chevrolet,Traverse,2019,20,310,36,6,78,70,204,17,AWD,7,4,SUV
lPs,53000,Chevrolet,Traverse,2019,20,310,36,6,78,70,204,17,AWD,7,4,SUV
mDG,53000,Chevrolet,Traverse,2019,20,310,36,6,78,70,204,17,AWD,7,4,SUV
MTT,53000,Chevrolet,Traverse,2019,20,310,36,6,78,70,204,17,AWD,7,4,SUV
OVg,53000,Chevrolet,Traverse,2019,20,310,36,6,78,70,204,17,AWD,7,4,SUV
oZs,53000,Chevrolet,Traverse,2019,20,310,36,6,78,70,204,17,AWD,7,4,SUV
tSy,53000,Chevrolet,Traverse,2019,20,310,36,6,78,70,204,17,AWD,7,4,SUV
UHB,53000,Chevrolet,Traverse,2019,20,310,36,6,78,70,204,17,AWD,7,4,SUV
wOz,53000,Chevrolet,Traverse,2019,20,310,36,6,78,70,204,17,AWD,7,4,SUV
XUQ,53000,Chevrolet,Traverse,2019,20,310,36,6,78,70,204,17,AWD,7,4,SUV
zYF,53000,Chevrolet,Traverse,2019,20,310,36,6,78,70,204,17,AWD,7,4,SUV
bEB,53000,Chevrolet,Traverse,2020,20,310,36,6,78,70,204,17,AWD,7,4,SUV
bvI,53000,Chevrolet,Traverse,2020,20,310,36,6,78,70,204,17,AWD,7,4,SUV
czV,53000,Chevrolet,Traverse,2020,20,310,36,6,78,70,204,17,AWD,7,4,SUV
dLj,53000,Chevrolet,Traverse,2020,20,310,36,6,78,70,204,17,AWD,7,4,SUV
Hvd,53000,Chevrolet,Traverse,2020,20,310,36,6,78,70,204,17,AWD,7,4,SUV
iYo,53000,Chevrolet,Traverse,2020,20,310,36,6,78,70,204,17,AWD,7,4,SUV
kbn,53000,Chevrolet,Traverse,2020,20,310,36,6,78,70,204,17,AWD,7,4,SUV
lHj,53000,Chevrolet,Traverse,2020,20,310,36,6,78,70,204,17,AWD,7,4,SUV
nYK,53000,Chevrolet,Traverse,2020,20,310,36,6,78,70,204,17,AWD,7,4,SUV
OCE,53000,Chevrolet,Traverse,2020,20,310,36,6,78,70,204,17,AWD,7,4,SUV
pEq,53000,Chevrolet,Traverse,2020,20,310,36,6,78,70,204,17,AWD,7,4,SUV
Til,53000,Chevrolet,Traverse,2020,20,310,36,6,78,70,204,17,AWD,7,4,SUV
Vfy,53000,Chevrolet,Traverse,2020,20,310,36,6,78,70,204,17,AWD,7,4,SUV
Yhv,53000,Chevrolet,Traverse,2020,20,310,36,6,78,70,204,17,AWD,7,4,SUV
DRy,21000,Chevrolet,Trax,2015,16,130,14,4,69,65,168,24,AWD,5,4,SUV
GCg,21000,Chevrolet,Trax,2015,16,130,14,4,69,65,168,24,AWD,5,4,SUV
IvS,21000,Chevrolet,Trax,2015,16,130,14,4,69,65,168,24,AWD,5,4,SUV
MIh,21000,Chevrolet,Trax,2015,16,130,14,4,69,65,168,24,AWD,5,4,SUV
qjA,21000,Chevrolet,Trax,2015,16,130,14,4,69,65,168,24,AWD,5,4,SUV
SkC,21000,Chevrolet,Trax,2015,16,130,14,4,69,65,168,24,AWD,5,4,SUV
VOm,21000,Chevrolet,Trax,2015,16,130,14,4,69,65,168,24,AWD,5,4,SUV
Fra,21000,Chevrolet,Trax,2016,16,130,14,4,69,65,167,24,AWD,5,4,SUV
gav,21000,Chevrolet,Trax,2016,16,130,14,4,69,65,167,24,AWD,5,4,SUV
GRI,21000,Chevrolet,Trax,2016,16,130,14,4,69,65,167,24,AWD,5,4,SUV
RZW,21000,Chevrolet,Trax,2016,16,130,14,4,69,65,167,24,AWD,5,4,SUV
tzI,21000,Chevrolet,Trax,2016,16,130,14,4,69,65,167,24,AWD,5,4,SUV
UmO,21000,Chevrolet,Trax,2016,16,130,14,4,69,65,167,24,AWD,5,4,SUV
zJE,21000,Chevrolet,Trax,2016,16,130,14,4,69,65,167,24,AWD,5,4,SUV
czh,22000,Chevrolet,Trax,2017,16,130,14,4,69,64,167,24,AWD,5,4,SUV
eVa,22000,Chevrolet,Trax,2017,16,130,14,4,69,64,167,24,AWD,5,4,SUV
hEi,22000,Chevrolet,Trax,2017,16,130,14,4,69,64,167,24,AWD,5,4,SUV
kEY,22000,Chevrolet,Trax,2017,16,130,14,4,69,64,167,24,AWD,5,4,SUV
TKN,22000,Chevrolet,Trax,2017,16,130,14,4,69,64,167,24,AWD,5,4,SUV
bka,22000,Chevrolet,Trax,2019,16,130,14,4,69,65,167,24,AWD,5,4,SUV
BNx,22000,Chevrolet,Trax,2019,16,130,14,4,69,65,167,24,AWD,5,4,SUV
cGZ,22000,Chevrolet,Trax,2019,16,130,14,4,69,65,167,24,AWD,5,4,SUV
dGT,22000,Chevrolet,Trax,2019,16,130,14,4,69,65,167,24,AWD,5,4,SUV
DmJ,22000,Chevrolet,Trax,2019,16,130,14,4,69,65,167,24,AWD,5,4,SUV
FGF,22000,Chevrolet,Trax,2019,16,130,14,4,69,65,167,24,AWD,5,4,SUV
GKK,22000,Chevrolet,Trax,2019,16,130,14,4,69,65,167,24,AWD,5,4,SUV
HGP,22000,Chevrolet,Trax,2019,16,130,14,4,69,65,167,24,AWD,5,4,SUV
HmI,22000,Chevrolet,Trax,2019,16,130,14,4,69,65,167,24,AWD,5,4,SUV
ikk,22000,Chevrolet,Trax,2019,16,130,14,4,69,65,167,24,AWD,5,4,SUV
isi,22000,Chevrolet,Trax,2019,16,130,14,4,69,65,167,24,AWD,5,4,SUV
LVU,22000,Chevrolet,Trax,2019,16,130,14,4,69,65,167,24,AWD,5,4,SUV
MJW,22000,Chevrolet,Trax,2019,16,130,14,4,69,65,167,24,AWD,5,4,SUV
nWW,22000,Chevrolet,Trax,2019,16,130,14,4,69,65,167,24,AWD,5,4,SUV
pTu,22000,Chevrolet,Trax,2019,16,130,14,4,69,65,167,24,AWD,5,4,SUV
TgM,22000,Chevrolet,Trax,2019,16,130,14,4,69,65,167,24,AWD,5,4,SUV
aUw,22000,Chevrolet,Trax,2020,16,130,14,4,69,65,167,24,AWD,5,4,SUV
CIL,22000,Chevrolet,Trax,2020,16,130,14,4,69,65,167,24,AWD,5,4,SUV
cRz,22000,Chevrolet,Trax,2020,16,130,14,4,69,65,167,24,AWD,5,4,SUV
deL,22000,Chevrolet,Trax,2020,16,130,14,4,69,65,167,24,AWD,5,4,SUV
Gtg,22000,Chevrolet,Trax,2020,16,130,14,4,69,65,167,24,AWD,5,4,SUV
Ixd,22000,Chevrolet,Trax,2020,16,130,14,4,69,65,167,24,AWD,5,4,SUV
jOJ,22000,Chevrolet,Trax,2020,16,130,14,4,69,65,167,24,AWD,5,4,SUV
kTJ,22000,Chevrolet,Trax,2020,16,130,14,4,69,65,167,24,AWD,5,4,SUV
lBp,22000,Chevrolet,Trax,2020,16,130,14,4,69,65,167,24,AWD,5,4,SUV
oVv,22000,Chevrolet,Trax,2020,16,130,14,4,69,65,167,24,AWD,5,4,SUV
syh,22000,Chevrolet,Trax,2020,16,130,14,4,69,65,167,24,AWD,5,4,SUV
Twb,22000,Chevrolet,Trax,2020,16,130,14,4,69,65,167,24,AWD,5,4,SUV
uFV,22000,Chevrolet,Trax,2020,16,130,14,4,69,65,167,24,AWD,5,4,SUV
ioZ,40000,Chevrolet,Volt,2011,17,- 0,14,4,70,56,177,35,FWD,4,4,4dr
OCX,40000,Chevrolet,Volt,2011,17,- 0,14,4,70,56,177,35,FWD,4,4,4dr
qby,40000,Chevrolet,Volt,2011,17,- 0,14,4,70,56,177,35,FWD,4,4,4dr
TSw,40000,Chevrolet,Volt,2011,17,- 0,14,4,70,56,177,35,FWD,4,4,4dr
ZQr,40000,Chevrolet,Volt,2011,17,- 0,14,4,70,56,177,35,FWD,4,4,4dr
aOM,39000,Chevrolet,Volt,2012,17,- 0,14,4,70,56,177,35,FWD,4,4,4dr
bqK,39000,Chevrolet,Volt,2012,17,- 0,14,4,70,56,177,35,FWD,4,4,4dr
hpF,39000,Chevrolet,Volt,2012,17,- 0,14,4,70,56,177,35,FWD,4,4,4dr
NAh,39000,Chevrolet,Volt,2012,17,- 0,14,4,70,56,177,35,FWD,4,4,4dr
Wva,39000,Chevrolet,Volt,2012,17,- 0,14,4,70,56,177,35,FWD,4,4,4dr
zMX,34000,Chevrolet,Volt,2014,17,140,14,4,70,56,177,35,FWD,4,4,4dr
bQx,34000,Chevrolet,Volt,2015,17,140,14,4,70,56,177,,FWD,4,4,4dr
qSj,34000,Chevrolet,Volt,2015,17,140,14,4,70,56,177,,FWD,4,4,4dr
QYs,34000,Chevrolet,Volt,2015,17,140,14,4,70,56,177,,FWD,4,4,4dr
TNB,34000,Chevrolet,Volt,2015,17,140,14,4,70,56,177,,FWD,4,4,4dr
aUM,33000,Chevrolet,Volt,2016,17,140,15,4,71,56,180,43,FWD,5,4,4dr
AVL,33000,Chevrolet,Volt,2016,17,140,15,4,71,56,180,43,FWD,5,4,4dr
bDE,33000,Chevrolet,Volt,2016,17,140,15,4,71,56,180,43,FWD,5,4,4dr
eJa,33000,Chevrolet,Volt,2016,17,140,15,4,71,56,180,43,FWD,5,4,4dr
Foe,33000,Chevrolet,Volt,2016,17,140,15,4,71,56,180,43,FWD,5,4,4dr
lcP,33000,Chevrolet,Volt,2016,17,140,15,4,71,56,180,43,FWD,5,4,4dr
Owu,33000,Chevrolet,Volt,2016,17,140,15,4,71,56,180,43,FWD,5,4,4dr
tcb,33000,Chevrolet,Volt,2016,17,140,15,4,71,56,180,43,FWD,5,4,4dr
vdV,33000,Chevrolet,Volt,2016,17,140,15,4,71,56,180,43,FWD,5,4,4dr
ZeN,33000,Chevrolet,Volt,2016,17,140,15,4,71,56,180,43,FWD,5,4,4dr
zlD,33000,Chevrolet,Volt,2016,17,140,15,4,71,56,180,43,FWD,5,4,4dr
AFI,33000,Chevrolet,Volt,2019,17,140,15,4,71,56,180,43,FWD,5,4,4dr
Att,33000,Chevrolet,Volt,2019,17,140,15,4,71,56,180,43,FWD,5,4,4dr
bIM,33000,Chevrolet,Volt,2019,17,140,15,4,71,56,180,43,FWD,5,4,4dr
bXC,33000,Chevrolet,Volt,2019,17,140,15,4,71,56,180,43,FWD,5,4,4dr
Dnp,33000,Chevrolet,Volt,2019,17,140,15,4,71,56,180,43,FWD,5,4,4dr
Hyq,33000,Chevrolet,Volt,2019,17,140,15,4,71,56,180,43,FWD,5,4,4dr
iag,33000,Chevrolet,Volt,2019,17,140,15,4,71,56,180,43,FWD,5,4,4dr
Lip,33000,Chevrolet,Volt,2019,17,140,15,4,71,56,180,43,FWD,5,4,4dr
NAx,33000,Chevrolet,Volt,2019,17,140,15,4,71,56,180,43,FWD,5,4,4dr
PSW,33000,Chevrolet,Volt,2019,17,140,15,4,71,56,180,43,FWD,5,4,4dr
ayC,40000,Chrysler,300,2011,19,360,57,8,75,59,198,15,AWD,5,4,4dr
Byi,40000,Chrysler,300,2011,19,360,57,8,75,59,198,15,AWD,5,4,4dr
DCp,40000,Chrysler,300,2011,19,360,57,8,75,59,198,15,AWD,5,4,4dr
Eug,40000,Chrysler,300,2011,19,360,57,8,75,59,198,15,AWD,5,4,4dr
evF,40000,Chrysler,300,2011,19,360,57,8,75,59,198,15,AWD,5,4,4dr
ggt,40000,Chrysler,300,2011,19,360,57,8,75,59,198,15,AWD,5,4,4dr
jBx,40000,Chrysler,300,2011,19,360,57,8,75,59,198,15,AWD,5,4,4dr
kRT,40000,Chrysler,300,2011,19,360,57,8,75,59,198,15,AWD,5,4,4dr
NpC,40000,Chrysler,300,2011,19,360,57,8,75,59,198,15,AWD,5,4,4dr
Pqd,40000,Chrysler,300,2011,19,360,57,8,75,59,198,15,AWD,5,4,4dr
qIB,40000,Chrysler,300,2011,19,360,57,8,75,59,198,15,AWD,5,4,4dr
QnQ,40000,Chrysler,300,2011,19,360,57,8,75,59,198,15,AWD,5,4,4dr
UJf,40000,Chrysler,300,2011,19,360,57,8,75,59,198,15,AWD,5,4,4dr
yiC,40000,Chrysler,300,2011,19,360,57,8,75,59,198,15,AWD,5,4,4dr
ZlG,40000,Chrysler,300,2011,19,360,57,8,75,59,198,15,AWD,5,4,4dr
HXX,36000,Chrysler,300,2012,19,290,36,6,75,59,198,18,AWD,5,4,4dr
iCs,36000,Chrysler,300,2012,19,290,36,6,75,59,198,18,AWD,5,4,4dr
Okk,36000,Chrysler,300,2012,19,290,36,6,75,59,198,18,AWD,5,4,4dr
vCH,36000,Chrysler,300,2012,19,290,36,6,75,59,198,18,AWD,5,4,4dr
Wfd,36000,Chrysler,300,2012,19,290,36,6,75,59,198,18,AWD,5,4,4dr
DAh,40000,Chrysler,300,2015,19,290,36,6,75,59,198,18,AWD,5,4,4dr
eBd,40000,Chrysler,300,2015,19,290,36,6,75,59,198,18,AWD,5,4,4dr
eUX,40000,Chrysler,300,2015,19,290,36,6,75,59,198,18,AWD,5,4,4dr
gkZ,40000,Chrysler,300,2015,19,290,36,6,75,59,198,18,AWD,5,4,4dr
JAN,40000,Chrysler,300,2015,19,290,36,6,75,59,198,18,AWD,5,4,4dr
mBD,40000,Chrysler,300,2015,19,290,36,6,75,59,198,18,AWD,5,4,4dr
plw,40000,Chrysler,300,2015,19,290,36,6,75,59,198,18,AWD,5,4,4dr
uxX,40000,Chrysler,300,2015,19,290,36,6,75,59,198,18,AWD,5,4,4dr
wzF,40000,Chrysler,300,2015,19,290,36,6,75,59,198,18,AWD,5,4,4dr
ydw,40000,Chrysler,300,2015,19,290,36,6,75,59,198,18,AWD,5,4,4dr
YJr,40000,Chrysler,300,2015,19,290,36,6,75,59,198,18,AWD,5,4,4dr
ZvB,40000,Chrysler,300,2015,19,290,36,6,75,59,198,18,AWD,5,4,4dr
GIb,41000,Chrysler,300,2017,19,290,36,6,75,59,198,18,AWD,5,4,4dr
nBO,41000,Chrysler,300,2017,19,290,36,6,75,59,198,18,AWD,5,4,4dr
PEu,41000,Chrysler,300,2017,19,290,36,6,75,59,198,18,AWD,5,4,4dr
uSE,41000,Chrysler,300,2017,19,290,36,6,75,59,198,18,AWD,5,4,4dr
zZi,41000,Chrysler,300,2017,19,290,36,6,75,59,198,18,AWD,5,4,4dr
aDM,41000,Chrysler,300,2019,20,360,57,8,75,58,198,16,RWD,5,4,4dr
caP,41000,Chrysler,300,2019,20,360,57,8,75,58,198,16,RWD,5,4,4dr
eNs,41000,Chrysler,300,2019,20,360,57,8,75,58,198,16,RWD,5,4,4dr
fyp,41000,Chrysler,300,2019,20,360,57,8,75,58,198,16,RWD,5,4,4dr
jIH,41000,Chrysler,300,2019,20,360,57,8,75,58,198,16,RWD,5,4,4dr
JKy,41000,Chrysler,300,2019,20,360,57,8,75,58,198,16,RWD,5,4,4dr
kdl,41000,Chrysler,300,2019,20,360,57,8,75,58,198,16,RWD,5,4,4dr
OjO,41000,Chrysler,300,2019,20,360,57,8,75,58,198,16,RWD,5,4,4dr
onC,41000,Chrysler,300,2019,20,360,57,8,75,58,198,16,RWD,5,4,4dr
uHb,41000,Chrysler,300,2019,20,360,57,8,75,58,198,16,RWD,5,4,4dr
uHp,41000,Chrysler,300,2019,20,360,57,8,75,58,198,16,RWD,5,4,4dr
Vda,41000,Chrysler,300,2019,20,360,57,8,75,58,198,16,RWD,5,4,4dr
WtZ,41000,Chrysler,300,2019,20,360,57,8,75,58,198,16,RWD,5,4,4dr
xCJ,41000,Chrysler,300,2019,20,360,57,8,75,58,198,16,RWD,5,4,4dr
AIE,27000,Chrysler,Pacifica,2005,17,250,35,6,79,66,198,17,AWD,5,4,Station Wagon
Are,27000,Chrysler,Pacifica,2005,17,250,35,6,79,66,198,17,AWD,5,4,Station Wagon
Coy,27000,Chrysler,Pacifica,2005,17,250,35,6,79,66,198,17,AWD,5,4,Station Wagon
ctC,27000,Chrysler,Pacifica,2005,17,250,35,6,79,66,198,17,AWD,5,4,Station Wagon
dNO,27000,Chrysler,Pacifica,2005,17,250,35,6,79,66,198,17,AWD,5,4,Station Wagon
Dwg,27000,Chrysler,Pacifica,2005,17,250,35,6,79,66,198,17,AWD,5,4,Station Wagon
Dza,27000,Chrysler,Pacifica,2005,17,250,35,6,79,66,198,17,AWD,5,4,Station Wagon
fiA,27000,Chrysler,Pacifica,2005,17,250,35,6,79,66,198,17,AWD,5,4,Station Wagon
GWm,27000,Chrysler,Pacifica,2005,17,250,35,6,79,66,198,17,AWD,5,4,Station Wagon
mqR,27000,Chrysler,Pacifica,2005,17,250,35,6,79,66,198,17,AWD,5,4,Station Wagon
qQA,27000,Chrysler,Pacifica,2005,17,250,35,6,79,66,198,17,AWD,5,4,Station Wagon
STN,27000,Chrysler,Pacifica,2005,17,250,35,6,79,66,198,17,AWD,5,4,Station Wagon
tYJ,27000,Chrysler,Pacifica,2005,17,250,35,6,79,66,198,17,AWD,5,4,Station Wagon
veG,27000,Chrysler,Pacifica,2005,17,250,35,6,79,66,198,17,AWD,5,4,Station Wagon
vGo,27000,Chrysler,Pacifica,2005,17,250,35,6,79,66,198,17,AWD,5,4,Station Wagon
BRd,28000,Chrysler,Pacifica,2006,17,250,35,6,79,66,198,17,AWD,5,4,Station Wagon
CDR,28000,Chrysler,Pacifica,2006,17,250,35,6,79,66,198,17,AWD,5,4,Station Wagon
DbZ,28000,Chrysler,Pacifica,2006,17,250,35,6,79,66,198,17,AWD,5,4,Station Wagon
DJI,28000,Chrysler,Pacifica,2006,17,250,35,6,79,66,198,17,AWD,5,4,Station Wagon
DSm,28000,Chrysler,Pacifica,2006,17,250,35,6,79,66,198,17,AWD,5,4,Station Wagon
fai,28000,Chrysler,Pacifica,2006,17,250,35,6,79,66,198,17,AWD,5,4,Station Wagon
Goi,28000,Chrysler,Pacifica,2006,17,250,35,6,79,66,198,17,AWD,5,4,Station Wagon
jDZ,28000,Chrysler,Pacifica,2006,17,250,35,6,79,66,198,17,AWD,5,4,Station Wagon
LVH,28000,Chrysler,Pacifica,2006,17,250,35,6,79,66,198,17,AWD,5,4,Station Wagon
LvM,28000,Chrysler,Pacifica,2006,17,250,35,6,79,66,198,17,AWD,5,4,Station Wagon
MZn,28000,Chrysler,Pacifica,2006,17,250,35,6,79,66,198,17,AWD,5,4,Station Wagon
NTQ,28000,Chrysler,Pacifica,2006,17,250,35,6,79,66,198,17,AWD,5,4,Station Wagon
Nyz,28000,Chrysler,Pacifica,2006,17,250,35,6,79,66,198,17,AWD,5,4,Station Wagon
Pjq,28000,Chrysler,Pacifica,2006,17,250,35,6,79,66,198,17,AWD,5,4,Station Wagon
pyN,28000,Chrysler,Pacifica,2006,17,250,35,6,79,66,198,17,AWD,5,4,Station Wagon
qOO,28000,Chrysler,Pacifica,2006,17,250,35,6,79,66,198,17,AWD,5,4,Station Wagon
RJe,28000,Chrysler,Pacifica,2006,17,250,35,6,79,66,198,17,AWD,5,4,Station Wagon
TtW,28000,Chrysler,Pacifica,2006,17,250,35,6,79,66,198,17,AWD,5,4,Station Wagon
tyw,28000,Chrysler,Pacifica,2006,17,250,35,6,79,66,198,17,AWD,5,4,Station Wagon
Wvu,28000,Chrysler,Pacifica,2006,17,250,35,6,79,66,198,17,AWD,5,4,Station Wagon
arU,27000,Chrysler,Pacifica,2007,17,250,40,6,79,66,198,16,AWD,5,4,Station Wagon
EWw,27000,Chrysler,Pacifica,2007,17,250,40,6,79,66,198,16,AWD,5,4,Station Wagon
Hax,27000,Chrysler,Pacifica,2007,17,250,40,6,79,66,198,16,AWD,5,4,Station Wagon
hOD,27000,Chrysler,Pacifica,2007,17,250,40,6,79,66,198,16,AWD,5,4,Station Wagon
Kda,27000,Chrysler,Pacifica,2007,17,250,40,6,79,66,198,16,AWD,5,4,Station Wagon
muJ,27000,Chrysler,Pacifica,2007,17,250,40,6,79,66,198,16,AWD,5,4,Station Wagon
OHg,27000,Chrysler,Pacifica,2007,17,250,40,6,79,66,198,16,AWD,5,4,Station Wagon
rBi,27000,Chrysler,Pacifica,2007,17,250,40,6,79,66,198,16,AWD,5,4,Station Wagon
rgi,27000,Chrysler,Pacifica,2007,17,250,40,6,79,66,198,16,AWD,5,4,Station Wagon
RyA,27000,Chrysler,Pacifica,2007,17,250,40,6,79,66,198,16,AWD,5,4,Station Wagon
sAY,27000,Chrysler,Pacifica,2007,17,250,40,6,79,66,198,16,AWD,5,4,Station Wagon
SKg,27000,Chrysler,Pacifica,2007,17,250,40,6,79,66,198,16,AWD,5,4,Station Wagon
UCQ,27000,Chrysler,Pacifica,2007,17,250,40,6,79,66,198,16,AWD,5,4,Station Wagon
XCa,27000,Chrysler,Pacifica,2007,17,250,40,6,79,66,198,16,AWD,5,4,Station Wagon
yCG,27000,Chrysler,Pacifica,2007,17,250,40,6,79,66,198,16,AWD,5,4,Station Wagon
YCT,27000,Chrysler,Pacifica,2007,17,250,40,6,79,66,198,16,AWD,5,4,Station Wagon
Yky,27000,Chrysler,Pacifica,2007,17,250,40,6,79,66,198,16,AWD,5,4,Station Wagon
zQT,27000,Chrysler,Pacifica,2007,17,250,40,6,79,66,198,16,AWD,5,4,Station Wagon
EMP,27000,Chrysler,Pacifica,2008,17,250,40,6,79,68,198,14,AWD,5,4,SUV
fyh,27000,Chrysler,Pacifica,2008,17,250,40,6,79,68,198,14,AWD,5,4,SUV
Geu,27000,Chrysler,Pacifica,2008,17,250,40,6,79,68,198,14,AWD,5,4,SUV
JJK,27000,Chrysler,Pacifica,2008,17,250,40,6,79,68,198,14,AWD,5,4,SUV
jND,27000,Chrysler,Pacifica,2008,17,250,40,6,79,68,198,14,AWD,5,4,SUV
KKM,27000,Chrysler,Pacifica,2008,17,250,40,6,79,68,198,14,AWD,5,4,SUV
kTP,27000,Chrysler,Pacifica,2008,17,250,40,6,79,68,198,14,AWD,5,4,SUV
OFY,27000,Chrysler,Pacifica,2008,17,250,40,6,79,68,198,14,AWD,5,4,SUV
qxC,27000,Chrysler,Pacifica,2008,17,250,40,6,79,68,198,14,AWD,5,4,SUV
SdW,27000,Chrysler,Pacifica,2008,17,250,40,6,79,68,198,14,AWD,5,4,SUV
tcz,27000,Chrysler,Pacifica,2008,17,250,40,6,79,68,198,14,AWD,5,4,SUV
vHo,27000,Chrysler,Pacifica,2008,17,250,40,6,79,68,198,14,AWD,5,4,SUV
wlr,27000,Chrysler,Pacifica,2008,17,250,40,6,79,68,198,14,AWD,5,4,SUV
yoC,27000,Chrysler,Pacifica,2008,17,250,40,6,79,68,198,14,AWD,5,4,SUV
FkB,44000,Chrysler,Pacifica,2017,18,260,36,6,79,69,203,,FWD,7,4,Van
FUn,44000,Chrysler,Pacifica,2017,18,260,36,6,79,69,203,,FWD,7,4,Van
