ID,MSRP,Make,Model,Year,FrontWheelSize,Horsepower,Displacement,EngineType,Width,Height,Length,GasMileage,Drivetrain,PassangerCapacity,NumDoors,BodyStyle
FOm,195000,Aston Martin,Vantage,2012,19,510,59,12,73,48,172,11,RWD,2,2,2dr
GlQ,195000,Aston Martin,Vantage,2012,19,510,59,12,73,48,172,11,RWD,2,2,2dr
jHY,195000,Aston Martin,Vantage,2012,19,510,59,12,73,48,172,11,RWD,2,2,2dr
JSi,195000,Aston Martin,Vantage,2012,19,510,59,12,73,48,172,11,RWD,2,2,2dr
Kaj,195000,Aston Martin,Vantage,2012,19,510,59,12,73,48,172,11,RWD,2,2,2dr
lNz,195000,Aston Martin,Vantage,2012,19,510,59,12,73,48,172,11,RWD,2,2,2dr
neC,195000,Aston Martin,Vantage,2012,19,510,59,12,73,48,172,11,RWD,2,2,2dr
nUp,195000,Aston Martin,Vantage,2012,19,510,59,12,73,48,172,11,RWD,2,2,2dr
orm,195000,Aston Martin,Vantage,2012,19,510,59,12,73,48,172,11,RWD,2,2,2dr
qUi,195000,Aston Martin,Vantage,2012,19,510,59,12,73,48,172,11,RWD,2,2,2dr
RVW,195000,Aston Martin,Vantage,2012,19,510,59,12,73,48,172,11,RWD,2,2,2dr
tbH,195000,Aston Martin,Vantage,2012,19,510,59,12,73,48,172,11,RWD,2,2,2dr
TEI,195000,Aston Martin,Vantage,2012,19,510,59,12,73,48,172,11,RWD,2,2,2dr
Tkb,195000,Aston Martin,Vantage,2012,19,510,59,12,73,48,172,11,RWD,2,2,2dr
tVs,195000,Aston Martin,Vantage,2012,19,510,59,12,73,48,172,11,RWD,2,2,2dr
Utv,195000,Aston Martin,Vantage,2012,19,510,59,12,73,48,172,11,RWD,2,2,2dr
vAk,195000,Aston Martin,Vantage,2012,19,510,59,12,73,48,172,11,RWD,2,2,2dr
vKw,195000,Aston Martin,Vantage,2012,19,510,59,12,73,48,172,11,RWD,2,2,2dr
YMg,195000,Aston Martin,Vantage,2012,19,510,59,12,73,48,172,11,RWD,2,2,2dr
yTh,195000,Aston Martin,Vantage,2012,19,510,59,12,73,48,172,11,RWD,2,2,2dr
zqW,195000,Aston Martin,Vantage,2012,19,510,59,12,73,48,172,11,RWD,2,2,2dr
aDx,136000,Aston Martin,Vantage,2013,19,420,47,8,73,50,172,13,RWD,2,2,Convertible
ANe,136000,Aston Martin,Vantage,2013,19,420,47,8,73,50,172,13,RWD,2,2,Convertible
BNt,136000,Aston Martin,Vantage,2013,19,420,47,8,73,50,172,13,RWD,2,2,Convertible
ENr,136000,Aston Martin,Vantage,2013,19,420,47,8,73,50,172,13,RWD,2,2,Convertible
kQO,136000,Aston Martin,Vantage,2013,19,420,47,8,73,50,172,13,RWD,2,2,Convertible
LnR,136000,Aston Martin,Vantage,2013,19,420,47,8,73,50,172,13,RWD,2,2,Convertible
mSA,136000,Aston Martin,Vantage,2013,19,420,47,8,73,50,172,13,RWD,2,2,Convertible
Pka,136000,Aston Martin,Vantage,2013,19,420,47,8,73,50,172,13,RWD,2,2,Convertible
QpP,136000,Aston Martin,Vantage,2013,19,420,47,8,73,50,172,13,RWD,2,2,Convertible
Rrc,136000,Aston Martin,Vantage,2013,19,420,47,8,73,50,172,13,RWD,2,2,Convertible
vTd,136000,Aston Martin,Vantage,2013,19,420,47,8,73,50,172,13,RWD,2,2,Convertible
ddf,131000,Aston Martin,Vantage,2014,19,420,47,8,73,50,172,,RWD,2,2,Convertible
GRN,131000,Aston Martin,Vantage,2014,19,420,47,8,73,50,172,,RWD,2,2,Convertible
jUM,131000,Aston Martin,Vantage,2014,19,420,47,8,73,50,172,,RWD,2,2,Convertible
PfZ,131000,Aston Martin,Vantage,2014,19,420,47,8,73,50,172,,RWD,2,2,Convertible
Taf,131000,Aston Martin,Vantage,2014,19,420,47,8,73,50,172,,RWD,2,2,Convertible
ZEl,131000,Aston Martin,Vantage,2014,19,420,47,8,73,50,172,,RWD,2,2,Convertible
boc,138000,Aston Martin,Vantage,2015,19,420,47,8,73,50,172,13,RWD,2,2,Convertible
cup,138000,Aston Martin,Vantage,2015,19,420,47,8,73,50,172,13,RWD,2,2,Convertible
dhR,138000,Aston Martin,Vantage,2015,19,420,47,8,73,50,172,13,RWD,2,2,Convertible
epi,138000,Aston Martin,Vantage,2015,19,420,47,8,73,50,172,13,RWD,2,2,Convertible
hsC,138000,Aston Martin,Vantage,2015,19,420,47,8,73,50,172,13,RWD,2,2,Convertible
Ifb,138000,Aston Martin,Vantage,2015,19,420,47,8,73,50,172,13,RWD,2,2,Convertible
iIk,138000,Aston Martin,Vantage,2015,19,420,47,8,73,50,172,13,RWD,2,2,Convertible
Izi,138000,Aston Martin,Vantage,2015,19,420,47,8,73,50,172,13,RWD,2,2,Convertible
jsR,138000,Aston Martin,Vantage,2015,19,420,47,8,73,50,172,13,RWD,2,2,Convertible
LHS,138000,Aston Martin,Vantage,2015,19,420,47,8,73,50,172,13,RWD,2,2,Convertible
NDU,138000,Aston Martin,Vantage,2015,19,420,47,8,73,50,172,13,RWD,2,2,Convertible
NUt,138000,Aston Martin,Vantage,2015,19,420,47,8,73,50,172,13,RWD,2,2,Convertible
pni,138000,Aston Martin,Vantage,2015,19,420,47,8,73,50,172,13,RWD,2,2,Convertible
QHn,138000,Aston Martin,Vantage,2015,19,420,47,8,73,50,172,13,RWD,2,2,Convertible
STm,138000,Aston Martin,Vantage,2015,19,420,47,8,73,50,172,13,RWD,2,2,Convertible
tMs,138000,Aston Martin,Vantage,2015,19,420,47,8,73,50,172,13,RWD,2,2,Convertible
tYo,138000,Aston Martin,Vantage,2015,19,420,47,8,73,50,172,13,RWD,2,2,Convertible
YAr,138000,Aston Martin,Vantage,2015,19,420,47,8,73,50,172,13,RWD,2,2,Convertible
ClD,135000,Aston Martin,Vantage,2016,19,420,47,8,73,50,172,13,RWD,2,2,Convertible
Ebp,135000,Aston Martin,Vantage,2016,19,420,47,8,73,50,172,13,RWD,2,2,Convertible
HiK,135000,Aston Martin,Vantage,2016,19,420,47,8,73,50,172,13,RWD,2,2,Convertible
nJA,135000,Aston Martin,Vantage,2016,19,420,47,8,73,50,172,13,RWD,2,2,Convertible
nLq,135000,Aston Martin,Vantage,2016,19,420,47,8,73,50,172,13,RWD,2,2,Convertible
pQu,135000,Aston Martin,Vantage,2016,19,420,47,8,73,50,172,13,RWD,2,2,Convertible
XEH,135000,Aston Martin,Vantage,2016,19,420,47,8,73,50,172,13,RWD,2,2,Convertible
zrz,135000,Aston Martin,Vantage,2016,19,420,47,8,73,50,172,13,RWD,2,2,Convertible
CZA,186000,Aston Martin,Vantage,2017,19,560,60,12,73,49,172,12,RWD,2,2,2dr
Gcq,186000,Aston Martin,Vantage,2017,19,560,60,12,73,49,172,12,RWD,2,2,2dr
jZl,186000,Aston Martin,Vantage,2017,19,560,60,12,73,49,172,12,RWD,2,2,2dr
KWn,186000,Aston Martin,Vantage,2017,19,560,60,12,73,49,172,12,RWD,2,2,2dr
PHz,186000,Aston Martin,Vantage,2017,19,560,60,12,73,49,172,12,RWD,2,2,2dr
rbW,186000,Aston Martin,Vantage,2017,19,560,60,12,73,49,172,12,RWD,2,2,2dr
UWk,186000,Aston Martin,Vantage,2017,19,560,60,12,73,49,172,12,RWD,2,2,2dr
VDU,186000,Aston Martin,Vantage,2017,19,560,60,12,73,49,172,12,RWD,2,2,2dr
xcx,186000,Aston Martin,Vantage,2017,19,560,60,12,73,49,172,12,RWD,2,2,2dr
zFd,186000,Aston Martin,Vantage,2017,19,560,60,12,73,49,172,12,RWD,2,2,2dr
bOW,149000,Aston Martin,Vantage,2019,20,500,40,8,76,50,175,18,RWD,2,2,2dr
dUC,149000,Aston Martin,Vantage,2019,20,500,40,8,76,50,175,18,RWD,2,2,2dr
gnQ,149000,Aston Martin,Vantage,2019,20,500,40,8,76,50,175,18,RWD,2,2,2dr
hLK,149000,Aston Martin,Vantage,2019,20,500,40,8,76,50,175,18,RWD,2,2,2dr
Hwf,149000,Aston Martin,Vantage,2019,20,500,40,8,76,50,175,18,RWD,2,2,2dr
iCd,149000,Aston Martin,Vantage,2019,20,500,40,8,76,50,175,18,RWD,2,2,2dr
iHB,149000,Aston Martin,Vantage,2019,20,500,40,8,76,50,175,18,RWD,2,2,2dr
ivm,149000,Aston Martin,Vantage,2019,20,500,40,8,76,50,175,18,RWD,2,2,2dr
KRf,149000,Aston Martin,Vantage,2019,20,500,40,8,76,50,175,18,RWD,2,2,2dr
ktn,149000,Aston Martin,Vantage,2019,20,500,40,8,76,50,175,18,RWD,2,2,2dr
LNU,149000,Aston Martin,Vantage,2019,20,500,40,8,76,50,175,18,RWD,2,2,2dr
MlE,149000,Aston Martin,Vantage,2019,20,500,40,8,76,50,175,18,RWD,2,2,2dr
nZc,149000,Aston Martin,Vantage,2019,20,500,40,8,76,50,175,18,RWD,2,2,2dr
OnR,149000,Aston Martin,Vantage,2019,20,500,40,8,76,50,175,18,RWD,2,2,2dr
OVw,149000,Aston Martin,Vantage,2019,20,500,40,8,76,50,175,18,RWD,2,2,2dr
pnc,149000,Aston Martin,Vantage,2019,20,500,40,8,76,50,175,18,RWD,2,2,2dr
SBt,149000,Aston Martin,Vantage,2019,20,500,40,8,76,50,175,18,RWD,2,2,2dr
SJr,149000,Aston Martin,Vantage,2019,20,500,40,8,76,50,175,18,RWD,2,2,2dr
TQr,149000,Aston Martin,Vantage,2019,20,500,40,8,76,50,175,18,RWD,2,2,2dr
vqg,149000,Aston Martin,Vantage,2019,20,500,40,8,76,50,175,18,RWD,2,2,2dr
bmM,27000,Audi,A3,2010,17,200,20,4,77,56,169,21,FWD,5,4,4dr
bvy,27000,Audi,A3,2010,17,200,20,4,77,56,169,21,FWD,5,4,4dr
cPz,27000,Audi,A3,2010,17,200,20,4,77,56,169,21,FWD,5,4,4dr
DQo,27000,Audi,A3,2010,17,200,20,4,77,56,169,21,FWD,5,4,4dr
FbB,27000,Audi,A3,2010,17,200,20,4,77,56,169,21,FWD,5,4,4dr
FOU,27000,Audi,A3,2010,17,200,20,4,77,56,169,21,FWD,5,4,4dr
FuE,27000,Audi,A3,2010,17,200,20,4,77,56,169,21,FWD,5,4,4dr
gRP,27000,Audi,A3,2010,17,200,20,4,77,56,169,21,FWD,5,4,4dr
hXq,27000,Audi,A3,2010,17,200,20,4,77,56,169,21,FWD,5,4,4dr
Idi,27000,Audi,A3,2010,17,200,20,4,77,56,169,21,FWD,5,4,4dr
igm,27000,Audi,A3,2010,17,200,20,4,77,56,169,21,FWD,5,4,4dr
iJv,27000,Audi,A3,2010,17,200,20,4,77,56,169,21,FWD,5,4,4dr
iWx,27000,Audi,A3,2010,17,200,20,4,77,56,169,21,FWD,5,4,4dr
jnQ,27000,Audi,A3,2010,17,200,20,4,77,56,169,21,FWD,5,4,4dr
JqX,27000,Audi,A3,2010,17,200,20,4,77,56,169,21,FWD,5,4,4dr
jWP,27000,Audi,A3,2010,17,200,20,4,77,56,169,21,FWD,5,4,4dr
KXe,27000,Audi,A3,2010,17,200,20,4,77,56,169,21,FWD,5,4,4dr
MBb,27000,Audi,A3,2010,17,200,20,4,77,56,169,21,FWD,5,4,4dr
MEP,27000,Audi,A3,2010,17,200,20,4,77,56,169,21,FWD,5,4,4dr
nEG,27000,Audi,A3,2010,17,200,20,4,77,56,169,21,FWD,5,4,4dr
NqQ,27000,Audi,A3,2010,17,200,20,4,77,56,169,21,FWD,5,4,4dr
nYe,27000,Audi,A3,2010,17,200,20,4,77,56,169,21,FWD,5,4,4dr
OUc,27000,Audi,A3,2010,17,200,20,4,77,56,169,21,FWD,5,4,4dr
Peh,27000,Audi,A3,2010,17,200,20,4,77,56,169,21,FWD,5,4,4dr
pWR,27000,Audi,A3,2010,17,200,20,4,77,56,169,21,FWD,5,4,4dr
qeQ,27000,Audi,A3,2010,17,200,20,4,77,56,169,21,FWD,5,4,4dr
QMO,27000,Audi,A3,2010,17,200,20,4,77,56,169,21,FWD,5,4,4dr
rzw,27000,Audi,A3,2010,17,200,20,4,77,56,169,21,FWD,5,4,4dr
SCl,27000,Audi,A3,2010,17,200,20,4,77,56,169,21,FWD,5,4,4dr
TYx,27000,Audi,A3,2010,17,200,20,4,77,56,169,21,FWD,5,4,4dr
UFN,27000,Audi,A3,2010,17,200,20,4,77,56,169,21,FWD,5,4,4dr
UUJ,27000,Audi,A3,2010,17,200,20,4,77,56,169,21,FWD,5,4,4dr
VPf,27000,Audi,A3,2010,17,200,20,4,77,56,169,21,FWD,5,4,4dr
Vqe,27000,Audi,A3,2010,17,200,20,4,77,56,169,21,FWD,5,4,4dr
vSn,27000,Audi,A3,2010,17,200,20,4,77,56,169,21,FWD,5,4,4dr
VXi,27000,Audi,A3,2010,17,200,20,4,77,56,169,21,FWD,5,4,4dr
wnm,27000,Audi,A3,2010,17,200,20,4,77,56,169,21,FWD,5,4,4dr
WSt,27000,Audi,A3,2010,17,200,20,4,77,56,169,21,FWD,5,4,4dr
Xjt,27000,Audi,A3,2010,17,200,20,4,77,56,169,21,FWD,5,4,4dr
yMz,27000,Audi,A3,2010,17,200,20,4,77,56,169,21,FWD,5,4,4dr
ZRe,27000,Audi,A3,2010,17,200,20,4,77,56,169,21,FWD,5,4,4dr
cfO,27000,Audi,A3,2011,17,200,20,4,77,56,168,21,FWD,5,4,4dr
Gpf,27000,Audi,A3,2011,17,200,20,4,77,56,168,21,FWD,5,4,4dr
hqv,27000,Audi,A3,2011,17,200,20,4,77,56,168,21,FWD,5,4,4dr
Hyz,27000,Audi,A3,2011,17,200,20,4,77,56,168,21,FWD,5,4,4dr
jnR,27000,Audi,A3,2011,17,200,20,4,77,56,168,21,FWD,5,4,4dr
LGR,27000,Audi,A3,2011,17,200,20,4,77,56,168,21,FWD,5,4,4dr
nZw,27000,Audi,A3,2011,17,200,20,4,77,56,168,21,FWD,5,4,4dr
pJU,27000,Audi,A3,2011,17,200,20,4,77,56,168,21,FWD,5,4,4dr
ptK,27000,Audi,A3,2011,17,200,20,4,77,56,168,21,FWD,5,4,4dr
QFy,27000,Audi,A3,2011,17,200,20,4,77,56,168,21,FWD,5,4,4dr
qjV,27000,Audi,A3,2011,17,200,20,4,77,56,168,21,FWD,5,4,4dr
Rcj,27000,Audi,A3,2011,17,200,20,4,77,56,168,21,FWD,5,4,4dr
sBV,27000,Audi,A3,2011,17,200,20,4,77,56,168,21,FWD,5,4,4dr
sRo,27000,Audi,A3,2011,17,200,20,4,77,56,168,21,FWD,5,4,4dr
TWK,27000,Audi,A3,2011,17,200,20,4,77,56,168,21,FWD,5,4,4dr
Von,27000,Audi,A3,2011,17,200,20,4,77,56,168,21,FWD,5,4,4dr
yPW,27000,Audi,A3,2011,17,200,20,4,77,56,168,21,FWD,5,4,4dr
zQM,27000,Audi,A3,2011,17,200,20,4,77,56,168,21,FWD,5,4,4dr
DTX,27000,Audi,A3,2012,17,200,20,4,78,56,169,21,FWD,5,4,4dr
dVg,27000,Audi,A3,2012,17,200,20,4,78,56,169,21,FWD,5,4,4dr
FFR,27000,Audi,A3,2012,17,200,20,4,78,56,169,21,FWD,5,4,4dr
hId,27000,Audi,A3,2012,17,200,20,4,78,56,169,21,FWD,5,4,4dr
PQl,27000,Audi,A3,2012,17,200,20,4,78,56,169,21,FWD,5,4,4dr
tGY,27000,Audi,A3,2012,17,200,20,4,78,56,169,21,FWD,5,4,4dr
Tut,27000,Audi,A3,2012,17,200,20,4,78,56,169,21,FWD,5,4,4dr
AMX,35000,Audi,A3,2015,17,170,18,4,,55,175,24,FWD,4,2,Convertible
aQq,35000,Audi,A3,2015,17,170,18,4,,55,175,24,FWD,4,2,Convertible
aXP,35000,Audi,A3,2015,17,170,18,4,,55,175,24,FWD,4,2,Convertible
bJL,35000,Audi,A3,2015,17,170,18,4,,55,175,24,FWD,4,2,Convertible
bLb,35000,Audi,A3,2015,17,170,18,4,,55,175,24,FWD,4,2,Convertible
boK,35000,Audi,A3,2015,17,170,18,4,,55,175,24,FWD,4,2,Convertible
Bov,35000,Audi,A3,2015,17,170,18,4,,55,175,24,FWD,4,2,Convertible
BZa,35000,Audi,A3,2015,17,170,18,4,,55,175,24,FWD,4,2,Convertible
cDI,35000,Audi,A3,2015,17,170,18,4,,55,175,24,FWD,4,2,Convertible
cSk,35000,Audi,A3,2015,17,170,18,4,,55,175,24,FWD,4,2,Convertible
dla,35000,Audi,A3,2015,17,170,18,4,,55,175,24,FWD,4,2,Convertible
FAV,35000,Audi,A3,2015,17,170,18,4,,55,175,24,FWD,4,2,Convertible
hlv,35000,Audi,A3,2015,17,170,18,4,,55,175,24,FWD,4,2,Convertible
hqz,35000,Audi,A3,2015,17,170,18,4,,55,175,24,FWD,4,2,Convertible
hvb,35000,Audi,A3,2015,17,170,18,4,,55,175,24,FWD,4,2,Convertible
iJj,35000,Audi,A3,2015,17,170,18,4,,55,175,24,FWD,4,2,Convertible
Ikb,35000,Audi,A3,2015,17,170,18,4,,55,175,24,FWD,4,2,Convertible
isY,35000,Audi,A3,2015,17,170,18,4,,55,175,24,FWD,4,2,Convertible
jRy,35000,Audi,A3,2015,17,170,18,4,,55,175,24,FWD,4,2,Convertible
KNU,35000,Audi,A3,2015,17,170,18,4,,55,175,24,FWD,4,2,Convertible
mEv,35000,Audi,A3,2015,17,170,18,4,,55,175,24,FWD,4,2,Convertible
mKq,35000,Audi,A3,2015,17,170,18,4,,55,175,24,FWD,4,2,Convertible
mWM,35000,Audi,A3,2015,17,170,18,4,,55,175,24,FWD,4,2,Convertible
Qcl,35000,Audi,A3,2015,17,170,18,4,,55,175,24,FWD,4,2,Convertible
QOG,35000,Audi,A3,2015,17,170,18,4,,55,175,24,FWD,4,2,Convertible
QWP,35000,Audi,A3,2015,17,170,18,4,,55,175,24,FWD,4,2,Convertible
ROB,35000,Audi,A3,2015,17,170,18,4,,55,175,24,FWD,4,2,Convertible
SIO,35000,Audi,A3,2015,17,170,18,4,,55,175,24,FWD,4,2,Convertible
TAs,35000,Audi,A3,2015,17,170,18,4,,55,175,24,FWD,4,2,Convertible
Txl,35000,Audi,A3,2015,17,170,18,4,,55,175,24,FWD,4,2,Convertible
UeS,35000,Audi,A3,2015,17,170,18,4,,55,175,24,FWD,4,2,Convertible
VFS,35000,Audi,A3,2015,17,170,18,4,,55,175,24,FWD,4,2,Convertible
vtf,35000,Audi,A3,2015,17,170,18,4,,55,175,24,FWD,4,2,Convertible
vud,35000,Audi,A3,2015,17,170,18,4,,55,175,24,FWD,4,2,Convertible
WKR,35000,Audi,A3,2015,17,170,18,4,,55,175,24,FWD,4,2,Convertible
wQz,35000,Audi,A3,2015,17,170,18,4,,55,175,24,FWD,4,2,Convertible
XGs,35000,Audi,A3,2015,17,170,18,4,,55,175,24,FWD,4,2,Convertible
YhK,35000,Audi,A3,2015,17,170,18,4,,55,175,24,FWD,4,2,Convertible
yKw,35000,Audi,A3,2015,17,170,18,4,,55,175,24,FWD,4,2,Convertible
YxB,35000,Audi,A3,2015,17,170,18,4,,55,175,24,FWD,4,2,Convertible
zfz,35000,Audi,A3,2015,17,170,18,4,,55,175,24,FWD,4,2,Convertible
AEx,36000,Audi,A3,2016,17,170,18,4,70,55,175,24,FWD,4,2,Convertible
AqH,36000,Audi,A3,2016,17,170,18,4,70,55,175,24,FWD,4,2,Convertible
EMQ,36000,Audi,A3,2016,17,170,18,4,70,55,175,24,FWD,4,2,Convertible
fGk,36000,Audi,A3,2016,17,170,18,4,70,55,175,24,FWD,4,2,Convertible
GvW,36000,Audi,A3,2016,17,170,18,4,70,55,175,24,FWD,4,2,Convertible
Iqj,36000,Audi,A3,2016,17,170,18,4,70,55,175,24,FWD,4,2,Convertible
nGS,36000,Audi,A3,2016,17,170,18,4,70,55,175,24,FWD,4,2,Convertible
nVl,36000,Audi,A3,2016,17,170,18,4,70,55,175,24,FWD,4,2,Convertible
sdY,36000,Audi,A3,2016,17,170,18,4,70,55,175,24,FWD,4,2,Convertible
wkF,36000,Audi,A3,2016,17,170,18,4,70,55,175,24,FWD,4,2,Convertible
yRn,36000,Audi,A3,2016,17,170,18,4,70,55,175,24,FWD,4,2,Convertible
zlf,36000,Audi,A3,2016,17,170,18,4,70,55,175,24,FWD,4,2,Convertible
acX,37000,Audi,A3,2017,17,180,20,4,70,55,174,25,FWD,4,2,Convertible
AsH,37000,Audi,A3,2017,17,180,20,4,70,55,174,25,FWD,4,2,Convertible
aZJ,37000,Audi,A3,2017,17,180,20,4,70,55,174,25,FWD,4,2,Convertible
BRp,37000,Audi,A3,2017,17,180,20,4,70,55,174,25,FWD,4,2,Convertible
cek,37000,Audi,A3,2017,17,180,20,4,70,55,174,25,FWD,4,2,Convertible
cSO,37000,Audi,A3,2017,17,180,20,4,70,55,174,25,FWD,4,2,Convertible
fSv,37000,Audi,A3,2017,17,180,20,4,70,55,174,25,FWD,4,2,Convertible
fws,37000,Audi,A3,2017,17,180,20,4,70,55,174,25,FWD,4,2,Convertible
Gba,37000,Audi,A3,2017,17,180,20,4,70,55,174,25,FWD,4,2,Convertible
GEk,37000,Audi,A3,2017,17,180,20,4,70,55,174,25,FWD,4,2,Convertible
gEU,37000,Audi,A3,2017,17,180,20,4,70,55,174,25,FWD,4,2,Convertible
GIe,37000,Audi,A3,2017,17,180,20,4,70,55,174,25,FWD,4,2,Convertible
GlG,37000,Audi,A3,2017,17,180,20,4,70,55,174,25,FWD,4,2,Convertible
GLQ,37000,Audi,A3,2017,17,180,20,4,70,55,174,25,FWD,4,2,Convertible
hCQ,37000,Audi,A3,2017,17,180,20,4,70,55,174,25,FWD,4,2,Convertible
hGR,37000,Audi,A3,2017,17,180,20,4,70,55,174,25,FWD,4,2,Convertible
hlE,37000,Audi,A3,2017,17,180,20,4,70,55,174,25,FWD,4,2,Convertible
huK,37000,Audi,A3,2017,17,180,20,4,70,55,174,25,FWD,4,2,Convertible
IiB,37000,Audi,A3,2017,17,180,20,4,70,55,174,25,FWD,4,2,Convertible
krX,37000,Audi,A3,2017,17,180,20,4,70,55,174,25,FWD,4,2,Convertible
kyY,37000,Audi,A3,2017,17,180,20,4,70,55,174,25,FWD,4,2,Convertible
Lgc,37000,Audi,A3,2017,17,180,20,4,70,55,174,25,FWD,4,2,Convertible
MVF,37000,Audi,A3,2017,17,180,20,4,70,55,174,25,FWD,4,2,Convertible
nIs,37000,Audi,A3,2017,17,180,20,4,70,55,174,25,FWD,4,2,Convertible
PWo,37000,Audi,A3,2017,17,180,20,4,70,55,174,25,FWD,4,2,Convertible
QaO,37000,Audi,A3,2017,17,180,20,4,70,55,174,25,FWD,4,2,Convertible
qwh,37000,Audi,A3,2017,17,180,20,4,70,55,174,25,FWD,4,2,Convertible
qzm,37000,Audi,A3,2017,17,180,20,4,70,55,174,25,FWD,4,2,Convertible
rTq,37000,Audi,A3,2017,17,180,20,4,70,55,174,25,FWD,4,2,Convertible
rvk,37000,Audi,A3,2017,17,180,20,4,70,55,174,25,FWD,4,2,Convertible
SHm,37000,Audi,A3,2017,17,180,20,4,70,55,174,25,FWD,4,2,Convertible
SlF,37000,Audi,A3,2017,17,180,20,4,70,55,174,25,FWD,4,2,Convertible
sOc,37000,Audi,A3,2017,17,180,20,4,70,55,174,25,FWD,4,2,Convertible
SYc,37000,Audi,A3,2017,17,180,20,4,70,55,174,25,FWD,4,2,Convertible
tlJ,37000,Audi,A3,2017,17,180,20,4,70,55,174,25,FWD,4,2,Convertible
uIq,37000,Audi,A3,2017,17,180,20,4,70,55,174,25,FWD,4,2,Convertible
VIF,37000,Audi,A3,2017,17,180,20,4,70,55,174,25,FWD,4,2,Convertible
WUA,37000,Audi,A3,2017,17,180,20,4,70,55,174,25,FWD,4,2,Convertible
WYZ,37000,Audi,A3,2017,17,180,20,4,70,55,174,25,FWD,4,2,Convertible
wzz,37000,Audi,A3,2017,17,180,20,4,70,55,174,25,FWD,4,2,Convertible
xqZ,37000,Audi,A3,2017,17,180,20,4,70,55,174,25,FWD,4,2,Convertible
ydM,37000,Audi,A3,2017,17,180,20,4,70,55,174,25,FWD,4,2,Convertible
ykj,37000,Audi,A3,2017,17,180,20,4,70,55,174,25,FWD,4,2,Convertible
YOb,37000,Audi,A3,2017,17,180,20,4,70,55,174,25,FWD,4,2,Convertible
yYX,37000,Audi,A3,2017,17,180,20,4,70,55,174,25,FWD,4,2,Convertible
AIP,38000,Audi,A3,2019,17,180,20,4,70,55,174,26,FWD,4,2,Convertible
BPP,38000,Audi,A3,2019,17,180,20,4,70,55,174,26,FWD,4,2,Convertible
Cce,38000,Audi,A3,2019,17,180,20,4,70,55,174,26,FWD,4,2,Convertible
CKe,38000,Audi,A3,2019,17,180,20,4,70,55,174,26,FWD,4,2,Convertible
cOa,38000,Audi,A3,2019,17,180,20,4,70,55,174,26,FWD,4,2,Convertible
CoQ,38000,Audi,A3,2019,17,180,20,4,70,55,174,26,FWD,4,2,Convertible
CUa,38000,Audi,A3,2019,17,180,20,4,70,55,174,26,FWD,4,2,Convertible
cuW,38000,Audi,A3,2019,17,180,20,4,70,55,174,26,FWD,4,2,Convertible
dBH,38000,Audi,A3,2019,17,180,20,4,70,55,174,26,FWD,4,2,Convertible
dIS,38000,Audi,A3,2019,17,180,20,4,70,55,174,26,FWD,4,2,Convertible
dNf,38000,Audi,A3,2019,17,180,20,4,70,55,174,26,FWD,4,2,Convertible
DUU,38000,Audi,A3,2019,17,180,20,4,70,55,174,26,FWD,4,2,Convertible
Eil,38000,Audi,A3,2019,17,180,20,4,70,55,174,26,FWD,4,2,Convertible
ezk,38000,Audi,A3,2019,17,180,20,4,70,55,174,26,FWD,4,2,Convertible
faF,38000,Audi,A3,2019,17,180,20,4,70,55,174,26,FWD,4,2,Convertible
fFE,38000,Audi,A3,2019,17,180,20,4,70,55,174,26,FWD,4,2,Convertible
fkx,38000,Audi,A3,2019,17,180,20,4,70,55,174,26,FWD,4,2,Convertible
Flx,38000,Audi,A3,2019,17,180,20,4,70,55,174,26,FWD,4,2,Convertible
FmA,38000,Audi,A3,2019,17,180,20,4,70,55,174,26,FWD,4,2,Convertible
fOZ,38000,Audi,A3,2019,17,180,20,4,70,55,174,26,FWD,4,2,Convertible
GRB,38000,Audi,A3,2019,17,180,20,4,70,55,174,26,FWD,4,2,Convertible
hQl,38000,Audi,A3,2019,17,180,20,4,70,55,174,26,FWD,4,2,Convertible
hqS,38000,Audi,A3,2019,17,180,20,4,70,55,174,26,FWD,4,2,Convertible
iiq,38000,Audi,A3,2019,17,180,20,4,70,55,174,26,FWD,4,2,Convertible
KjP,38000,Audi,A3,2019,17,180,20,4,70,55,174,26,FWD,4,2,Convertible
Lfl,38000,Audi,A3,2019,17,180,20,4,70,55,174,26,FWD,4,2,Convertible
oCg,38000,Audi,A3,2019,17,180,20,4,70,55,174,26,FWD,4,2,Convertible
pID,38000,Audi,A3,2019,17,180,20,4,70,55,174,26,FWD,4,2,Convertible
rAj,38000,Audi,A3,2019,17,180,20,4,70,55,174,26,FWD,4,2,Convertible
tOU,38000,Audi,A3,2019,17,180,20,4,70,55,174,26,FWD,4,2,Convertible
UEm,38000,Audi,A3,2019,17,180,20,4,70,55,174,26,FWD,4,2,Convertible
upj,38000,Audi,A3,2019,17,180,20,4,70,55,174,26,FWD,4,2,Convertible
VsP,38000,Audi,A3,2019,17,180,20,4,70,55,174,26,FWD,4,2,Convertible
WNd,38000,Audi,A3,2019,17,180,20,4,70,55,174,26,FWD,4,2,Convertible
XbA,38000,Audi,A3,2019,17,180,20,4,70,55,174,26,FWD,4,2,Convertible
XUO,38000,Audi,A3,2019,17,180,20,4,70,55,174,26,FWD,4,2,Convertible
YGr,38000,Audi,A3,2019,17,180,20,4,70,55,174,26,FWD,4,2,Convertible
